job,age,campaign,euribor3m,y
management,47,1,4.968,0
self-employed,41,2,4.968,0
technician,34,2,4.968,0
services,38,3,4.968,0
blue-collar,56,2,4.968,0
blue-collar,48,3,4.968,0
admin.,33,1,4.968,0
technician,30,2,4.968,0
technician,57,1,4.968,0
admin.,33,1,4.968,0
technician,52,1,4.968,0
admin.,36,1,4.968,0
admin.,36,1,4.968,0
admin.,57,1,4.968,0
admin.,36,3,4.968,0
blue-collar,53,1,4.968,0
admin.,54,2,4.968,0
housemaid,37,1,4.968,0
housemaid,37,1,4.968,0
technician,46,3,4.968,0
self-employed,54,3,4.968,1
admin.,57,1,4.968,0
admin.,48,1,4.968,0
blue-collar,50,4,4.968,0
blue-collar,48,3,4.968,0
entrepreneur,50,1,4.968,0
admin.,41,3,4.968,0
technician,51,1,4.968,0
admin.,32,1,4.968,0
admin.,42,5,4.968,0
management,39,2,4.968,0
admin.,47,7,4.968,0
admin.,36,3,4.968,0
admin.,32,1,4.968,1
admin.,48,3,4.968,0
technician,35,2,4.968,0
blue-collar,50,3,4.968,0
admin.,30,5,4.968,0
housemaid,31,1,4.968,0
housemaid,31,1,4.968,0
technician,48,2,4.968,0
blue-collar,48,3,4.968,0
admin.,50,1,4.968,0
admin.,50,1,4.968,0
retired,55,3,4.968,0
admin.,34,2,4.968,0
technician,52,3,4.968,0
technician,38,3,4.968,0
admin.,45,5,4.968,0
technician,56,3,4.968,0
admin.,42,7,4.968,0
technician,52,5,4.968,0
management,39,4,4.968,0
blue-collar,48,3,4.968,0
retired,60,3,4.968,0
admin.,32,7,4.968,0
blue-collar,48,3,4.968,0
admin.,39,3,4.968,0
admin.,40,3,4.968,0
technician,34,3,4.968,0
admin.,55,4,4.968,0
self-employed,44,4,4.968,0
blue-collar,45,5,4.968,1
technician,49,2,4.968,0
unemployed,58,3,4.968,0
admin.,34,3,4.968,0
admin.,30,4,4.968,1
blue-collar,45,3,4.968,0
admin.,56,3,4.968,0
blue-collar,48,5,4.968,0
blue-collar,48,3,4.968,0
unemployed,58,2,4.968,0
entrepreneur,50,4,4.968,0
self-employed,44,3,4.968,0
housemaid,37,2,4.968,0
technician,51,3,4.968,0
housemaid,38,3,4.968,0
unemployed,58,3,4.968,0
admin.,34,3,4.968,0
admin.,31,3,4.968,0
technician,30,5,4.968,1
admin.,36,5,4.968,0
technician,45,3,4.968,0
admin.,32,2,4.968,0
blue-collar,45,3,4.968,0
technician,31,3,4.968,0
management,38,4,4.968,0
admin.,38,3,4.968,0
admin.,30,4,4.968,0
technician,30,4,4.968,0
technician,34,4,4.968,0
unemployed,59,3,4.968,0
admin.,31,3,4.968,0
admin.,34,3,4.968,0
admin.,56,3,4.968,0
admin.,30,3,4.968,0
admin.,30,4,4.968,0
services,46,3,4.968,0
admin.,51,6,4.968,0
technician,46,5,4.968,0
admin.,34,4,4.966,0
management,39,3,4.966,0
technician,47,5,4.966,0
self-employed,33,7,4.966,0
blue-collar,44,4,4.966,0
technician,33,1,4.966,0
blue-collar,51,1,4.966,0
blue-collar,51,1,4.966,0
blue-collar,51,1,4.966,0
admin.,42,1,4.966,0
blue-collar,51,1,4.966,0
technician,31,2,4.966,1
entrepreneur,31,1,4.966,0
entrepreneur,31,1,4.966,0
admin.,34,3,4.966,0
entrepreneur,50,4,4.966,1
technician,35,1,4.966,1
admin.,31,2,4.966,0
technician,37,1,4.966,0
admin.,31,1,4.966,0
technician,38,1,4.966,0
admin.,33,1,4.966,0
technician,38,1,4.966,0
admin.,32,8,4.966,0
technician,38,1,4.966,0
services,47,1,4.966,0
admin.,57,1,4.966,0
technician,51,3,4.966,0
unemployed,50,1,4.966,0
technician,36,1,4.966,0
unemployed,50,1,4.966,0
retired,57,3,4.966,0
technician,33,1,4.966,0
admin.,35,4,4.966,0
self-employed,47,1,4.966,0
housemaid,33,1,4.966,0
technician,51,1,4.966,0
technician,34,1,4.966,0
admin.,31,1,4.966,0
technician,34,1,4.966,0
blue-collar,52,4,4.966,0
entrepreneur,46,1,4.966,0
blue-collar,51,1,4.966,0
blue-collar,51,1,4.966,0
management,38,1,4.966,0
admin.,47,1,4.966,0
technician,45,1,4.966,0
admin.,30,3,4.966,0
retired,58,1,4.966,0
services,47,1,4.966,0
admin.,34,1,4.966,0
blue-collar,54,5,4.966,0
services,47,1,4.966,0
technician,39,1,4.966,0
technician,30,1,4.966,0
management,39,1,4.966,0
management,39,1,4.966,0
technician,31,1,4.966,0
admin.,44,6,4.966,0
admin.,51,1,4.966,0
technician,53,1,4.966,0
admin.,30,1,4.966,0
blue-collar,45,1,4.966,0
admin.,38,1,4.966,0
housemaid,56,1,4.966,0
blue-collar,51,2,4.966,0
management,44,1,4.966,0
technician,40,2,4.966,0
blue-collar,36,1,4.966,0
services,51,4,4.966,0
technician,36,1,4.966,0
technician,48,2,4.966,0
self-employed,47,2,4.966,0
blue-collar,45,1,4.966,1
technician,57,1,4.966,0
admin.,38,1,4.966,0
admin.,44,1,4.966,0
admin.,36,1,4.966,0
admin.,36,1,4.966,0
management,44,1,4.966,0
admin.,36,2,4.966,0
technician,32,1,4.966,0
technician,56,2,4.966,0
blue-collar,45,2,4.966,1
technician,36,1,4.966,0
admin.,33,2,4.966,0
admin.,44,2,4.966,0
self-employed,32,5,4.966,0
admin.,38,3,4.966,0
technician,57,1,4.966,1
admin.,37,2,4.966,0
housemaid,31,5,4.966,0
admin.,49,1,4.966,0
admin.,49,1,4.966,0
blue-collar,50,1,4.966,0
admin.,34,1,4.966,0
admin.,37,1,4.966,0
blue-collar,50,1,4.966,0
admin.,36,1,4.966,0
admin.,32,1,4.966,0
admin.,45,1,4.966,0
admin.,32,1,4.966,0
technician,29,1,4.966,0
admin.,42,1,4.966,0
technician,36,1,4.966,0
technician,29,1,4.966,0
admin.,33,2,4.966,0
admin.,46,1,4.966,0
housemaid,35,1,4.966,0
admin.,46,1,4.966,0
admin.,32,1,4.966,0
admin.,58,2,4.966,0
entrepreneur,47,3,4.966,0
services,50,1,4.966,0
services,44,1,4.966,0
services,44,1,4.966,0
admin.,29,1,4.966,0
admin.,29,1,4.966,0
admin.,29,1,4.966,0
admin.,29,1,4.966,0
admin.,30,1,4.966,0
technician,49,2,4.966,0
admin.,30,1,4.966,0
blue-collar,52,1,4.966,0
blue-collar,52,1,4.966,0
blue-collar,52,1,4.966,1
admin.,60,1,4.966,0
technician,29,1,4.966,0
technician,29,1,4.966,0
admin.,35,1,4.966,0
admin.,46,3,4.966,0
blue-collar,53,1,4.966,1
management,39,1,4.966,0
technician,42,1,4.966,0
management,39,1,4.966,0
self-employed,54,1,4.966,0
admin.,47,1,4.966,0
admin.,47,1,4.966,0
admin.,55,1,4.966,0
blue-collar,50,1,4.966,0
technician,36,1,4.966,0
technician,36,1,4.966,0
technician,36,1,4.966,0
technician,42,5,4.966,0
admin.,35,1,4.966,0
admin.,33,1,4.966,0
admin.,40,2,4.966,0
technician,34,1,4.966,0
technician,34,1,4.966,0
technician,34,1,4.966,0
admin.,54,1,4.966,0
technician,34,1,4.966,0
admin.,29,2,4.966,0
housemaid,51,1,4.966,0
admin.,52,1,4.966,0
technician,31,2,4.966,0
technician,37,4,4.966,0
technician,40,1,4.966,1
technician,34,1,4.966,0
blue-collar,53,1,4.966,0
admin.,29,2,4.966,0
admin.,36,1,4.966,0
admin.,45,2,4.966,0
technician,33,5,4.966,0
technician,40,2,4.966,0
services,44,2,4.966,0
admin.,38,7,4.966,0
technician,41,2,4.966,0
admin.,40,2,4.966,0
admin.,47,3,4.966,0
technician,33,1,4.966,0
technician,36,1,4.966,0
services,53,1,4.966,0
admin.,36,2,4.966,0
technician,44,1,4.966,0
technician,30,1,4.966,0
blue-collar,53,5,4.966,0
admin.,29,2,4.966,0
admin.,30,2,4.966,0
technician,42,2,4.966,0
admin.,58,1,4.966,0
admin.,35,1,4.966,0
blue-collar,52,2,4.966,0
services,46,5,4.966,0
technician,33,1,4.966,0
admin.,60,2,4.966,0
admin.,51,1,4.966,0
blue-collar,47,3,4.966,0
retired,57,6,4.966,0
technician,37,2,4.966,1
technician,48,4,4.966,0
technician,34,2,4.966,0
technician,38,2,4.966,0
technician,38,2,4.966,0
admin.,30,1,4.966,0
admin.,30,1,4.966,1
technician,30,5,4.966,0
technician,38,1,4.966,0
admin.,37,1,4.966,0
admin.,34,1,4.966,0
admin.,34,1,4.966,0
admin.,29,2,4.966,0
technician,33,3,4.966,0
blue-collar,52,1,4.966,0
blue-collar,50,3,4.966,0
self-employed,33,1,4.966,0
admin.,34,3,4.966,0
management,45,4,4.966,0
services,52,7,4.966,0
technician,46,3,4.966,0
admin.,32,3,4.966,0
admin.,35,1,4.966,0
technician,41,1,4.966,0
self-employed,33,1,4.966,1
admin.,35,1,4.966,0
admin.,38,7,4.966,0
admin.,38,5,4.966,0
technician,41,1,4.966,1
technician,41,1,4.966,0
admin.,51,1,4.966,0
technician,41,1,4.966,0
admin.,34,2,4.966,0
admin.,51,1,4.966,0
technician,47,3,4.966,0
entrepreneur,48,1,4.966,0
admin.,31,1,4.966,0
technician,31,3,4.966,0
housemaid,49,5,4.966,0
admin.,58,1,4.966,0
blue-collar,46,3,4.966,0
blue-collar,50,3,4.966,1
blue-collar,52,3,4.966,0
technician,29,3,4.966,1
technician,38,1,4.966,0
technician,34,1,4.966,0
technician,34,4,4.966,0
admin.,31,3,4.966,0
technician,38,1,4.966,1
self-employed,58,3,4.966,0
admin.,30,3,4.966,0
technician,33,4,4.966,0
blue-collar,50,4,4.966,0
self-employed,58,3,4.966,1
entrepreneur,53,2,4.966,0
services,49,2,4.966,0
unemployed,31,4,4.966,0
technician,32,3,4.966,0
admin.,29,3,4.966,0
housemaid,48,8,4.966,0
retired,57,6,4.966,0
blue-collar,30,3,4.966,0
technician,38,6,4.966,0
admin.,36,3,4.966,0
self-employed,42,3,4.966,0
self-employed,44,3,4.966,0
technician,38,3,4.966,0
retired,57,3,4.966,0
blue-collar,50,4,4.966,0
technician,44,2,4.966,0
admin.,43,3,4.966,0
management,40,3,4.966,0
technician,33,7,4.966,1
self-employed,42,4,4.966,1
self-employed,42,2,4.966,0
technician,35,4,4.966,0
entrepreneur,38,5,4.966,0
blue-collar,46,3,4.966,0
technician,33,3,4.966,0
admin.,44,3,4.966,0
self-employed,42,3,4.966,0
admin.,34,5,4.966,0
admin.,33,3,4.966,0
admin.,35,2,4.966,0
technician,32,3,4.966,0
self-employed,58,3,4.966,0
management,45,4,4.966,0
technician,39,4,4.966,0
admin.,53,3,4.966,0
blue-collar,30,3,4.966,0
technician,41,2,4.966,0
admin.,43,3,4.966,0
technician,36,3,4.966,0
admin.,29,5,4.966,0
self-employed,42,3,4.966,0
technician,41,2,4.966,0
technician,37,7,4.966,0
retired,52,3,4.966,0
technician,39,3,4.966,0
admin.,44,4,4.966,0
technician,33,3,4.966,0
technician,35,2,4.965,0
technician,36,3,4.965,0
entrepreneur,34,2,4.965,0
technician,58,5,4.965,0
retired,59,6,4.965,0
technician,38,2,4.965,0
admin.,39,4,4.965,0
admin.,32,3,4.965,0
technician,42,3,4.965,0
admin.,29,2,4.965,1
blue-collar,44,2,4.965,0
blue-collar,52,2,4.965,0
admin.,31,2,4.965,0
admin.,32,2,4.965,0
admin.,36,3,4.965,0
management,31,1,4.965,0
management,36,1,4.965,0
technician,49,2,4.965,0
technician,39,3,4.965,0
management,31,1,4.965,0
admin.,40,1,4.965,0
technician,37,2,4.965,0
technician,38,2,4.965,0
admin.,32,2,4.965,0
admin.,34,1,4.965,0
technician,34,2,4.965,0
admin.,43,1,4.965,0
technician,33,2,4.965,0
admin.,44,1,4.965,0
technician,31,1,4.965,0
blue-collar,55,1,4.965,0
management,32,1,4.965,0
unknown,56,1,4.965,0
admin.,50,1,4.965,0
technician,33,1,4.965,0
technician,29,1,4.965,0
technician,33,1,4.965,0
admin.,47,1,4.965,0
admin.,37,1,4.965,0
admin.,34,1,4.965,0
admin.,34,1,4.965,0
admin.,43,2,4.965,0
retired,47,1,4.965,0
admin.,34,1,4.965,0
admin.,35,1,4.965,0
services,55,1,4.965,0
services,49,1,4.965,0
admin.,56,2,4.965,0
services,49,1,4.965,0
admin.,45,1,4.965,0
technician,32,2,4.965,0
housemaid,37,2,4.965,0
technician,44,1,4.965,0
unemployed,35,2,4.965,1
technician,36,1,4.965,0
admin.,35,1,4.965,0
admin.,44,1,4.965,0
admin.,44,1,4.965,0
technician,44,1,4.965,0
management,43,1,4.965,0
technician,40,3,4.965,0
blue-collar,50,1,4.965,0
admin.,32,1,4.965,0
admin.,32,1,4.965,0
admin.,44,2,4.965,1
admin.,32,1,4.965,0
blue-collar,45,1,4.965,0
services,49,1,4.965,0
admin.,38,1,4.965,0
admin.,33,2,4.965,0
admin.,29,1,4.965,0
admin.,29,1,4.965,0
technician,32,1,4.965,0
self-employed,41,1,4.965,0
self-employed,41,1,4.965,0
admin.,36,2,4.965,0
services,45,2,4.965,0
admin.,37,2,4.965,0
retired,59,1,4.965,0
technician,35,1,4.965,0
technician,45,1,4.965,0
admin.,29,4,4.965,0
retired,59,1,4.965,1
admin.,50,2,4.965,0
technician,34,1,4.965,0
services,55,1,4.965,0
admin.,40,1,4.965,0
admin.,31,1,4.965,0
admin.,35,2,4.965,0
admin.,31,1,4.965,0
technician,32,5,4.965,0
services,52,1,4.965,0
technician,39,1,4.965,0
technician,36,3,4.965,0
admin.,34,2,4.965,0
blue-collar,46,2,4.965,0
housemaid,36,2,4.965,0
technician,38,3,4.965,1
technician,51,1,4.965,0
admin.,31,1,4.965,0
technician,39,1,4.965,0
retired,56,1,4.965,0
admin.,45,1,4.965,0
retired,54,1,4.965,0
technician,57,2,4.965,0
admin.,37,3,4.965,0
admin.,32,1,4.965,0
technician,33,1,4.965,0
admin.,47,1,4.965,0
technician,38,3,4.965,0
technician,33,1,4.965,0
admin.,32,1,4.965,0
admin.,36,2,4.965,0
admin.,36,2,4.965,0
admin.,32,1,4.965,0
admin.,39,1,4.965,0
retired,58,1,4.965,0
technician,47,1,4.965,0
admin.,30,1,4.965,0
admin.,33,1,4.965,0
admin.,30,1,4.965,0
admin.,30,1,4.965,0
admin.,30,1,4.965,0
management,44,2,4.965,0
admin.,30,1,4.965,1
technician,39,1,4.965,0
management,39,1,4.965,0
retired,59,1,4.965,0
technician,34,1,4.965,0
technician,50,5,4.965,0
technician,33,1,4.965,0
technician,58,2,4.965,0
technician,29,1,4.965,0
technician,31,1,4.965,0
technician,33,1,4.965,0
technician,32,1,4.965,0
technician,34,2,4.965,0
admin.,38,1,4.965,0
technician,35,1,4.965,0
technician,35,1,4.965,0
technician,37,1,4.965,0
technician,37,1,4.965,0
technician,37,1,4.965,0
technician,36,1,4.965,0
admin.,38,1,4.965,1
technician,36,1,4.965,0
admin.,36,2,4.965,1
technician,34,1,4.965,0
technician,29,1,4.965,0
management,50,2,4.965,0
technician,37,2,4.965,0
management,50,4,4.965,1
blue-collar,45,2,4.965,0
technician,36,2,4.965,0
technician,39,2,4.965,0
management,30,2,4.965,0
housemaid,36,3,4.965,0
technician,33,2,4.965,0
management,44,2,4.965,0
technician,35,2,4.965,0
blue-collar,52,2,4.965,1
technician,37,6,4.965,0
services,52,2,4.965,0
self-employed,41,2,4.965,0
admin.,29,2,4.965,0
housemaid,36,9,4.965,0
housemaid,36,3,4.965,0
technician,50,2,4.965,0
management,31,2,4.965,0
technician,32,5,4.965,0
technician,30,2,4.965,0
blue-collar,52,2,4.965,0
admin.,36,3,4.965,0
admin.,52,3,4.965,0
admin.,45,1,4.965,0
technician,40,1,4.965,0
technician,33,2,4.965,0
admin.,36,3,4.965,0
technician,43,2,4.965,0
management,39,2,4.965,0
technician,42,2,4.965,0
admin.,45,1,4.965,0
technician,35,1,4.965,0
self-employed,36,3,4.965,0
services,45,1,4.965,1
technician,35,1,4.965,0
admin.,45,1,4.965,1
technician,35,1,4.965,0
admin.,30,1,4.965,0
services,55,1,4.965,0
entrepreneur,48,1,4.965,0
admin.,31,1,4.965,0
management,34,7,4.965,0
technician,33,1,4.965,0
technician,34,1,4.965,0
blue-collar,53,1,4.965,0
admin.,31,1,4.965,0
technician,31,2,4.965,0
technician,29,2,4.965,0
blue-collar,45,1,4.965,0
technician,37,3,4.965,0
admin.,52,10,4.965,0
management,31,2,4.965,0
admin.,46,2,4.965,1
technician,50,2,4.965,0
admin.,36,3,4.965,0
technician,42,3,4.965,0
management,50,2,4.965,1
retired,56,2,4.965,0
blue-collar,49,6,4.965,0
technician,34,3,4.965,0
admin.,34,1,4.965,1
admin.,32,2,4.965,0
admin.,34,3,4.965,0
unemployed,31,3,4.965,0
blue-collar,49,3,4.965,0
blue-collar,49,3,4.965,0
technician,52,2,4.965,0
management,49,5,4.965,0
admin.,48,2,4.965,0
technician,30,2,4.965,0
technician,32,3,4.965,0
admin.,36,3,4.965,0
technician,30,1,4.965,0
technician,30,1,4.965,0
blue-collar,46,1,4.965,0
admin.,55,4,4.965,0
unemployed,52,1,4.965,0
technician,30,1,4.965,0
admin.,30,2,4.965,0
housemaid,51,7,4.965,0
technician,30,1,4.965,1
admin.,44,1,4.965,0
housemaid,42,1,4.965,0
retired,55,1,4.965,0
admin.,34,2,4.965,0
technician,40,7,4.965,0
admin.,47,1,4.965,0
technician,38,3,4.965,0
technician,36,1,4.965,0
technician,36,1,4.965,0
blue-collar,56,2,4.965,0
admin.,48,6,4.965,0
technician,30,3,4.965,0
admin.,39,3,4.965,0
technician,39,1,4.965,0
retired,60,3,4.965,0
blue-collar,30,3,4.965,0
admin.,34,3,4.965,0
technician,29,3,4.965,0
admin.,29,5,4.965,0
retired,55,3,4.965,0
admin.,38,5,4.965,0
management,40,3,4.965,0
housemaid,30,5,4.965,0
admin.,30,3,4.965,0
technician,39,6,4.965,0
admin.,34,3,4.965,0
admin.,34,3,4.965,0
admin.,34,2,4.965,0
entrepreneur,32,5,4.965,0
technician,29,3,4.965,0
technician,50,3,4.965,0
admin.,46,5,4.965,0
technician,37,4,4.965,0
technician,36,3,4.965,0
technician,39,5,4.965,0
technician,36,4,4.965,0
entrepreneur,45,2,4.965,0
technician,36,3,4.965,1
technician,38,3,4.965,0
blue-collar,46,3,4.965,0
technician,29,5,4.965,0
technician,30,3,4.965,0
technician,31,5,4.965,0
admin.,29,2,4.965,0
management,40,3,4.965,0
technician,30,9,4.965,0
technician,51,3,4.965,0
technician,36,3,4.965,1
technician,32,3,4.965,0
technician,32,5,4.965,1
management,30,3,4.965,0
technician,31,5,4.965,0
technician,30,2,4.965,0
technician,32,3,4.965,0
blue-collar,30,4,4.965,0
housemaid,33,3,4.965,0
management,31,4,4.965,0
admin.,33,2,4.965,0
admin.,32,1,4.965,0
housemaid,57,1,4.965,0
self-employed,40,1,4.965,0
admin.,32,3,4.965,1
admin.,36,2,4.965,0
technician,35,1,4.965,0
admin.,48,4,4.965,0
blue-collar,55,4,4.965,0
admin.,38,2,4.965,0
retired,58,5,4.965,0
blue-collar,54,6,4.965,0
self-employed,54,5,4.965,0
management,50,3,4.965,0
admin.,33,6,4.965,0
technician,29,1,4.965,0
technician,48,1,4.965,0
technician,38,1,4.965,1
management,40,7,4.966,0
blue-collar,54,6,4.966,0
blue-collar,56,3,4.966,0
admin.,38,1,4.966,0
admin.,43,1,4.966,0
retired,58,1,4.966,0
admin.,34,5,4.966,0
technician,37,1,4.966,0
admin.,31,6,4.966,0
admin.,53,1,4.966,1
housemaid,51,5,4.966,0
admin.,31,3,4.966,0
admin.,44,1,4.966,0
admin.,32,1,4.966,0
self-employed,41,1,4.966,0
blue-collar,50,1,4.966,0
admin.,32,1,4.966,0
management,52,1,4.966,0
retired,58,1,4.966,0
technician,35,1,4.966,0
retired,58,1,4.966,0
management,52,1,4.966,0
housemaid,52,1,4.966,0
housemaid,52,1,4.966,0
housemaid,52,1,4.966,0
housemaid,52,1,4.966,0
technician,31,1,4.966,0
housemaid,31,1,4.966,0
blue-collar,31,1,4.966,0
technician,31,1,4.966,0
technician,31,1,4.966,0
admin.,34,1,4.966,0
blue-collar,47,1,4.966,0
admin.,32,1,4.966,0
technician,31,1,4.966,1
management,39,1,4.966,0
admin.,31,6,4.966,0
housemaid,52,1,4.966,1
technician,38,1,4.966,0
services,36,3,4.966,0
admin.,33,1,4.966,0
technician,33,1,4.966,0
technician,37,2,4.966,0
technician,42,1,4.966,0
unemployed,31,2,4.966,0
retired,56,1,4.966,0
technician,47,1,4.966,0
entrepreneur,53,5,4.966,1
technician,47,1,4.966,0
technician,29,2,4.966,0
technician,38,1,4.966,0
technician,33,1,4.966,0
technician,51,4,4.966,0
technician,38,1,4.966,0
technician,38,1,4.966,0
technician,33,1,4.966,0
services,46,1,4.966,0
technician,34,2,4.966,0
services,46,1,4.966,0
admin.,30,1,4.966,0
admin.,30,1,4.966,0
technician,32,2,4.966,1
management,52,5,4.966,0
admin.,52,1,4.966,0
technician,39,1,4.966,0
admin.,30,1,4.966,0
technician,29,1,4.966,0
admin.,52,1,4.966,0
housemaid,31,1,4.966,0
services,35,1,4.966,0
services,35,1,4.966,0
services,35,1,4.966,0
technician,33,1,4.966,0
unemployed,31,2,4.966,0
admin.,30,2,4.966,0
technician,33,1,4.966,0
admin.,52,1,4.966,0
admin.,40,1,4.966,0
admin.,40,1,4.966,0
technician,37,1,4.966,1
admin.,40,1,4.966,0
blue-collar,50,1,4.966,0
technician,45,1,4.966,0
technician,45,1,4.966,0
admin.,42,2,4.966,0
management,34,1,4.966,0
blue-collar,49,4,4.966,0
technician,37,1,4.966,0
admin.,48,1,4.966,0
admin.,39,2,4.966,0
technician,59,2,4.966,0
entrepreneur,51,2,4.966,0
technician,33,2,4.966,1
management,51,1,4.966,0
unemployed,31,2,4.966,0
technician,29,2,4.966,0
technician,37,2,4.966,0
technician,31,2,4.966,0
admin.,31,1,4.966,0
technician,38,3,4.966,0
admin.,31,1,4.966,0
self-employed,50,1,4.966,0
self-employed,50,1,4.966,0
admin.,31,1,4.966,0
admin.,31,1,4.966,1
self-employed,45,1,4.966,0
unemployed,31,2,4.966,0
services,46,1,4.966,0
admin.,51,1,4.966,0
technician,35,1,4.966,0
admin.,32,1,4.966,0
services,34,2,4.966,0
admin.,31,1,4.966,0
technician,35,1,4.966,0
admin.,32,1,4.966,0
admin.,32,5,4.966,0
technician,32,1,4.966,0
technician,35,3,4.966,1
technician,36,3,4.966,0
blue-collar,51,1,4.966,0
technician,32,1,4.966,0
technician,36,1,4.966,0
admin.,36,1,4.966,0
services,60,1,4.966,0
technician,39,2,4.966,0
technician,38,2,4.966,0
technician,32,1,4.966,0
technician,34,2,4.966,0
admin.,38,1,4.966,0
technician,33,2,4.966,0
technician,41,1,4.966,0
technician,41,1,4.966,0
admin.,54,2,4.966,0
admin.,45,1,4.966,0
blue-collar,47,1,4.966,0
blue-collar,47,1,4.966,0
blue-collar,48,1,4.966,0
blue-collar,48,1,4.966,0
services,44,3,4.966,0
admin.,30,3,4.966,0
management,36,2,4.966,0
admin.,41,1,4.966,0
technician,40,1,4.966,0
self-employed,31,2,4.966,0
housemaid,51,2,4.966,0
admin.,37,5,4.966,0
technician,30,2,4.966,0
admin.,48,2,4.966,1
admin.,48,2,4.966,0
management,53,3,4.966,1
technician,37,2,4.966,0
self-employed,42,2,4.966,0
technician,35,2,4.966,0
technician,33,2,4.966,0
technician,38,6,4.966,0
management,49,2,4.966,0
technician,31,2,4.966,0
technician,36,3,4.966,0
admin.,33,2,4.966,0
blue-collar,50,1,4.966,0
admin.,48,2,4.966,0
technician,43,2,4.966,1
unemployed,35,2,4.966,0
admin.,46,1,4.966,0
technician,32,2,4.966,0
admin.,37,2,4.966,0
technician,33,1,4.966,1
admin.,43,2,4.966,0
self-employed,39,4,4.966,0
technician,32,2,4.966,0
self-employed,45,2,4.966,0
admin.,45,3,4.966,0
management,35,1,4.966,0
self-employed,35,2,4.966,0
admin.,32,2,4.966,0
management,35,1,4.966,0
technician,35,1,4.966,0
management,35,1,4.966,0
technician,35,1,4.966,0
management,35,1,4.966,1
admin.,33,2,4.966,0
technician,32,2,4.966,0
admin.,42,2,4.966,0
technician,42,2,4.966,0
management,29,2,4.966,0
retired,59,2,4.966,0
admin.,32,4,4.966,0
admin.,53,1,4.966,0
technician,32,4,4.966,1
services,46,3,4.966,0
technician,32,3,4.966,1
admin.,50,8,4.966,0
technician,31,2,4.966,1
technician,32,12,4.966,0
management,44,5,4.966,0
technician,32,4,4.966,1
technician,41,1,4.966,0
technician,41,1,4.966,0
retired,49,8,4.966,0
admin.,36,7,4.966,1
technician,41,1,4.966,0
technician,35,4,4.966,0
blue-collar,53,1,4.966,0
services,31,3,4.966,1
admin.,56,4,4.966,0
technician,41,1,4.966,1
housemaid,58,5,4.966,0
blue-collar,48,3,4.966,0
blue-collar,46,1,4.966,1
blue-collar,54,5,4.966,0
admin.,32,3,4.966,0
technician,38,2,4.966,0
housemaid,31,8,4.966,0
blue-collar,46,4,4.966,0
services,54,4,4.966,0
technician,32,3,4.966,1
management,40,3,4.966,0
admin.,32,1,4.966,1
admin.,31,5,4.966,0
blue-collar,54,3,4.966,0
technician,34,2,4.966,0
management,53,3,4.966,0
blue-collar,49,2,4.966,0
technician,30,3,4.966,0
admin.,36,4,4.966,0
technician,31,5,4.966,0
self-employed,33,3,4.966,0
admin.,33,4,4.966,0
admin.,46,3,4.966,0
blue-collar,48,7,4.966,0
housemaid,52,3,4.966,0
admin.,39,3,4.966,0
services,52,4,4.966,0
technician,31,7,4.966,0
technician,32,2,4.966,0
technician,33,3,4.966,1
admin.,57,3,4.966,0
housemaid,31,6,4.966,0
management,45,4,4.966,1
admin.,54,3,4.966,0
blue-collar,56,8,4.966,0
technician,38,3,4.966,0
management,44,4,4.966,0
technician,33,4,4.966,0
admin.,34,5,4.966,0
technician,33,10,4.966,1
admin.,32,2,4.966,0
technician,32,4,4.966,1
services,54,5,4.966,0
blue-collar,46,3,4.966,0
admin.,31,6,4.966,0
blue-collar,54,3,4.966,0
admin.,47,6,4.966,0
admin.,32,3,4.966,0
admin.,34,3,4.966,0
blue-collar,46,2,4.966,0
services,54,4,4.966,0
technician,41,2,4.966,0
technician,35,2,4.966,0
technician,41,2,4.966,0
technician,36,3,4.966,0
services,46,3,4.966,0
admin.,31,6,4.965,0
services,60,7,4.965,0
blue-collar,54,4,4.965,0
admin.,56,1,4.965,0
technician,32,1,4.965,0
management,35,1,4.965,0
self-employed,57,1,4.965,0
technician,29,1,4.965,0
technician,29,1,4.965,0
admin.,36,1,4.965,0
admin.,32,1,4.965,0
admin.,35,1,4.965,0
admin.,34,1,4.965,0
technician,33,1,4.965,0
technician,30,1,4.965,0
technician,35,1,4.965,0
management,44,4,4.965,0
technician,46,3,4.965,0
admin.,35,1,4.965,0
housemaid,41,1,4.965,0
technician,30,1,4.965,0
technician,30,1,4.965,0
blue-collar,44,2,4.965,0
technician,30,1,4.965,0
admin.,51,1,4.965,0
admin.,32,1,4.965,1
admin.,51,1,4.965,0
admin.,33,1,4.965,0
admin.,34,2,4.965,0
technician,31,1,4.965,0
blue-collar,45,1,4.965,1
retired,59,1,4.965,0
management,38,1,4.965,0
admin.,32,1,4.965,1
management,38,1,4.965,0
technician,33,1,4.965,1
admin.,43,8,4.965,1
services,47,4,4.965,0
services,31,3,4.965,0
admin.,58,1,4.965,0
admin.,58,1,4.965,0
technician,32,2,4.965,0
technician,35,1,4.965,1
admin.,51,2,4.965,0
admin.,52,1,4.965,0
technician,44,2,4.965,0
management,38,1,4.965,0
blue-collar,46,1,4.965,0
admin.,36,1,4.965,0
admin.,56,1,4.965,0
technician,39,1,4.965,0
management,40,2,4.965,0
admin.,34,1,4.965,0
technician,39,1,4.965,0
services,54,1,4.965,0
admin.,57,1,4.965,0
admin.,33,1,4.965,0
